Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille;Flag_enfant
H;68;Marie;Retraite;Profession intermediaire;Non;6;3;Oui;Non;Oui;120,0;Non;120,0;Non;Oui;Comme il faut;1
F;53;Divorce;Exerce profession;Technicien;Non;1;1;Oui;Oui;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;46;Marie;Exerce profession;Ouvrier qualifie;Non;4;2;Oui;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;49;Marie;Exerce profession;Employe de bureau;Non;1;3;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;72;Veuf;Autre inactif;Ouvrier specialise;Non;5;6;Non;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;43;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;48;Marie;Autre inactif;Employe de bureau;Non;8;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Divorce;Exerce profession;Employe de bureau;Non;2;3;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;63;Marie;Retraite;Technicien;Non;1;1;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Exerce profession;Employe de bureau;Non;5;5;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Exerce profession;Profession intermediaire;Non;4;1;Oui;Non;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;50;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;55;Marie;Exerce profession;Employe de bureau;Non;7;3;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;47;Marie;Exerce profession;Technicien;Non;1;4;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Pas assez;1
F;48;Marie;Exerce profession;Employe de bureau;Non;9;3;Oui;Oui;Oui;25,71;Non;0,0;Non;Non;Pas assez;1
H;52;Celibataire;Exerce profession;Ouvrier specialise;Non;2;0;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
H;48;Marie;Autre inactif;Ouvrier qualifie;Non;2;2;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;47;Marie;Exerce profession;Employe de bureau;Non;5;2;Non;Non;Non;17,14;Non;0,0;Non;Non;Pas assez;1
F;67;Marie;Retraite;Technicien;Non;9;2;Oui;Non;Oui;240,0;Non;0,0;Non;Non;Pas assez;1
H;52;Celibataire;Autre inactif;Ouvrier specialise;Non;2;0;Non;Non;Non;0,0;Non;480,0;Non;Non;Comme il faut;0
H;51;Marie;Exerce profession;Cadre;Non;2;2;Oui;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;74;Veuf;Autre inactif;Employe de bureau;Non;1;1;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;20;Celibataire;Etudiant;Non concerne;formation initiale;4;0;Non;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;0
H;23;Celibataire;Etudiant;Ouvrier specialise;Non;4;0;Non;Non;Non;600,0;Non;0,0;Non;Non;Comme il faut;0
F;49;Celibataire;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Oui;120,0;Non;60,0;Non;Oui;Comme il faut;1
F;21;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;0
H;39;Marie;Exerce profession;Ouvrier qualifie;Non;4;1;Non;Non;Non;240,0;Non;0,0;Non;Oui;Comme il faut;1
F;38;Veuf;Autre inactif;Ouvrier qualifie;Non;3;6;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;46;Marie;Exerce profession;Employe de bureau;Non;8;3;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;26;Marie;Exerce profession;Profession intermediaire;Non;1;1;Oui;Non;Oui;180,0;Non;60,0;Non;Oui;Comme il faut;1
H;47;Marie;Exerce profession;Cadre;Non;1;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;69;Divorce;Retraite;Employe de bureau;Non;1;2;Non;Oui;Non;120,0;Non;180,0;Non;Non;Comme il faut;1
H;76;Marie;Retraite;Cadre;Non;1;6;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;72;Divorce;Retraite;Non concerne;Non;2;0;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;0
F;68;Veuf;Retraite;Employe de bureau;Non;3;2;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;40;Celibataire;Exerce profession;Technicien;Non;1;1;Oui;Oui;Non;120,0;Oui;94,29;Non;Non;Pas assez;1
H;32;Marie;Exerce profession;Cadre;Non;0;1;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;46;Celibataire;Exerce profession;Employe de bureau;Non;4;0;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;0
F;74;Marie;Retraite;Employe de bureau;Non;0;1;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;39;Marie;Exerce profession;Profession intermediaire;Non;3;2;Non;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
H;35;Celibataire;Autre inactif;Ouvrier specialise;Non;6;0;Non;Non;Oui;300,0;Non;0,0;Non;Non;Comme il faut;0
F;42;Marie;Autre inactif;Profession intermediaire;Non;8;3;Non;Oui;Non;60,0;Non;60,0;Non;Oui;Comme il faut;1
H;66;Marie;Au foyer;Cadre;Non;2;2;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;39;Marie;Exerce profession;Profession intermediaire;Reprise de formation;2;2;Non;Oui;Oui;180,0;Non;0,0;Non;Oui;Comme il faut;1
F;29;Marie;Exerce profession;Profession intermediaire;Non;1;0;Non;Oui;Oui;0,0;Non;0,0;Oui;Oui;Comme il faut;0
H;65;Veuf;Retraite;Profession intermediaire;Non;0;1;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;49;Divorce;Exerce profession;Employe de bureau;Non;4;3;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;73;Marie;Retraite;Employe de bureau;Non;2;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;63;Marie;Autre inactif;Ouvrier specialise;Non;9;4;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;27;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Non;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;27;Marie;Exerce profession;Employe de bureau;Non;1;0;Oui;Oui;Oui;60,0;Non;17,14;Non;Non;Comme il faut;0
H;39;Divorce;Exerce profession;Employe de bureau;Non;3;1;Non;Non;Non;600,0;Non;0,0;Non;Non;Comme il faut;1
F;57;Marie;Autre inactif;Employe de bureau;Non;1;2;Non;Non;Oui;300,0;Non;0,0;Non;Non;Pas assez;1
H;26;Celibataire;Chomeur;Ouvrier specialise;Non;3;0;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;0
H;41;Divorce;Exerce profession;Ouvrier qualifie;Non;3;2;Non;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;81;Marie;Retraite;Cadre;Non;2;4;Non;Non;Non;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;37;Marie;Exerce profession;Cadre;Non;2;3;Non;Oui;Oui;0,0;Non;0,0;Non;Oui;Comme il faut;1
H;57;Marie;Autre inactif;Non concerne;Non;2;4;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;42;Marie;Exerce profession;Employe de bureau;Non;0;3;Non;Non;Non;180,0;Oui;60,0;Non;Non;Pas assez;1
H;45;Divorce;Exerce profession;Non concerne;Non;1;4;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
F;22;Celibataire;Exerce profession;Employe de bureau;Non;5;0;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;0
H;53;Celibataire;Retraite;Ouvrier specialise;Non;1;0;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
H;72;Marie;Retraite;Cadre;Non;3;1;Oui;Oui;Oui;60,0;Non;180,0;Non;Oui;Comme il faut;1
F;88;Veuf;Retraite;Profession intermediaire;Non;10;5;Non;Oui;Non;120,0;Non;0,0;Non;Oui;Pas assez;1
F;65;Veuf;Retraite;Employe de bureau;Non;1;4;Non;Non;Non;720,0;Non;0,0;Non;Non;Comme il faut;1
F;51;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;36;Marie;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Oui;0,0;Non;0,0;Non;Non;Comme il faut;0
H;35;Celibataire;Exerce profession;Ouvrier qualifie;Non;7;0;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
F;42;Marie;Exerce profession;Ouvrier qualifie;Non;1;3;Oui;Non;Oui;180,0;Non;0,0;Non;Oui;Comme il faut;1
F;53;Marie;Exerce profession;Cadre;Non;1;1;Oui;Oui;Oui;0,0;Non;0,0;Non;Oui;Pas assez;1
F;38;Marie;Chomeur;Ouvrier qualifie;Non;4;2;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
H;53;Marie;Exerce profession;Profession intermediaire;Non;1;3;Non;Non;Non;0,0;Non;25,71;Non;Non;Comme il faut;1
F;61;Marie;Retraite;Employe de bureau;Non;4;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;30;Celibataire;Exerce profession;Ouvrier qualifie;Non;6;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;46;Celibataire;Autre inactif;Employe de bureau;Non;5;5;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;58;Marie;Retraite;Ouvrier qualifie;Non;2;1;Non;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;81;Veuf;Retraite;Employe de bureau;Non;1;6;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;23;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;0
H;32;Marie;Exerce profession;Ouvrier qualifie;Non;6;0;Non;Non;Non;120,0;Non;0,0;Non;Oui;Comme il faut;0
H;45;Celibataire;Autre inactif;Non concerne;Non;3;0;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
F;35;Marie;Exerce profession;Employe de bureau;Non;2;4;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;49;Marie;Exerce profession;Non concerne;Non;5;2;Non;Oui;Non;0,0;Non;17,14;Non;Oui;Pas assez;1
F;57;Divorce;Exerce profession;Employe de bureau;Non;2;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;39;Marie;Exerce profession;Technicien;Non;0;2;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;45;Divorce;Chomeur;Ouvrier qualifie;Non;2;1;Non;Oui;Non;900,0;Non;0,0;Non;Non;Pas assez;1
H;57;Marie;Chomeur;Profession intermediaire;Non;2;2;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
H;77;Veuf;Retraite;Ouvrier specialise;Non;8;6;Oui;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;52;Marie;Autre inactif;Employe de bureau;Non;2;1;Non;Oui;Non;300,0;Non;60,0;Non;Non;Pas assez;1
H;47;Marie;Exerce profession;Employe de bureau;Non;3;1;Non;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;36;Marie;Exerce profession;Employe de bureau;Non;3;2;Oui;Oui;Non;600,0;Non;0,0;Non;Non;Comme il faut;1
F;19;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Oui;Non;Oui;300,0;Non;0,0;Non;Non;Comme il faut;0
H;61;Marie;Au foyer;Non concerne;Non;8;3;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;67;Marie;Au foyer;Non concerne;Non;2;0;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
H;32;Marie;Exerce profession;Technicien;Non;0;1;Non;Non;Oui;300,0;Non;0,0;Oui;Non;Pas assez;1
F;81;Marie;Au foyer;Non concerne;Non;0;5;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;29;Celibataire;Exerce profession;Ouvrier qualifie;Non;1;0;Oui;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;0
F;28;Marie;Exerce profession;Employe de bureau;Reprise de formation;2;1;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;27;Celibataire;Etudiant;Employe de bureau;Reprise de formation;1;0;Non;Oui;Oui;180,0;Non;0,0;Non;Oui;Comme il faut;0
H;23;Celibataire;Exerce profession;Employe de bureau;Non;4;0;Non;Non;Oui;0,0;Non;0,0;Oui;Non;Comme il faut;0
H;69;Veuf;Retraite;Employe de bureau;Non;2;3;Non;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;1
H;42;Celibataire;Exerce profession;Ouvrier qualifie;Non;3;4;Non;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
H;24;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;0;Non;Non;Oui;25,71;Non;0,0;Non;Non;Pas assez;0
H;63;Marie;Retraite;Cadre;Non;1;2;Oui;Oui;Oui;17,14;Non;0,0;Non;Non;Comme il faut;1
H;69;Marie;Au foyer;Non concerne;Non;4;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
F;58;Marie;Autre inactif;Employe de bureau;Non;7;2;Non;Oui;Non;180,0;Non;0,0;Non;Oui;Pas assez;1
F;57;Marie;Exerce profession;Non concerne;Non;4;2;Non;Oui;Non;17,14;Non;0,0;Non;Non;Comme il faut;1
F;42;Marie;Exerce profession;Ouvrier specialise;Non;4;0;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
H;20;Celibataire;Chomeur;Employe de bureau;Non;5;0;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
H;70;Marie;Retraite;Profession intermediaire;Non;1;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;57;Marie;Retraite;Non concerne;Non;2;2;Oui;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
H;52;Marie;Exerce profession;Cadre;formation initiale;2;3;Non;Non;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;55;Veuf;Exerce profession;Ouvrier specialise;Non;4;3;Non;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;58;Marie;Autre inactif;Non concerne;Non;3;3;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;49;Marie;Autre inactif;Autre;Non;4;3;Oui;Oui;Non;180,0;Oui;51,43;Non;Non;Pas assez;1
H;39;Celibataire;Exerce profession;Employe de bureau;Non;3;1;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;37;Divorce;Exerce profession;Ouvrier qualifie;Non;6;2;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
H;70;Marie;Retraite;Profession intermediaire;Non;3;1;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;24;Celibataire;Chomeur;Ouvrier specialise;Non;8;0;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
H;71;Marie;Au foyer;Non concerne;Non;7;2;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;46;Marie;Exerce profession;Ouvrier qualifie;Non;7;3;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;63;Marie;Retraite;Cadre;Non;2;2;Oui;Oui;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
F;39;Divorce;Exerce profession;Profession intermediaire;Non;1;2;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;33;Marie;Exerce profession;Ouvrier qualifie;Non;2;3;Oui;Non;Non;257,14;Non;0,0;Non;Non;Comme il faut;1
F;40;Marie;Autre inactif;Employe de bureau;Non;1;5;Non;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;28;Celibataire;Exerce profession;Cadre;Non;2;0;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
H;22;Celibataire;Exerce profession;Ouvrier qualifie;Non;1;0;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
H;76;Marie;Au foyer;Non concerne;Non;0;1;Non;Non;Non;120,0;Non;120,0;Non;Non;Pas assez;1
F;78;Divorce;Retraite;Cadre;Non;3;0;Non;Oui;Non;360,0;Non;0,0;Non;Non;Pas assez;0
F;53;Veuf;Autre inactif;Ouvrier qualifie;Non;1;3;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;39;Marie;Exerce profession;Cadre;Non;5;3;Oui;Non;Oui;300,0;Non;0,0;Non;Non;Pas assez;1
F;69;Marie;Retraite;Employe de bureau;Non;1;5;Non;Non;Oui;0,0;Non;0,0;Non;Oui;Pas assez;1
F;75;Marie;Autre inactif;Technicien;Non;1;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;40;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
F;39;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;0
F;82;Veuf;Retraite;Employe de bureau;Non;1;7;Oui;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;37;Marie;Exerce profession;Ouvrier qualifie;Non;4;2;Non;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;54;Celibataire;Exerce profession;Cadre;Non;1;3;Non;Non;Oui;60,0;Non;60,0;Non;Non;Comme il faut;1
F;60;Marie;Chomeur;Employe de bureau;Non;7;3;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
H;46;Marie;Exerce profession;Technicien;Non;2;3;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;18;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;0
F;41;Marie;Chomeur;Employe de bureau;Non;4;4;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;47;Marie;Autre inactif;Employe de bureau;Non;13;5;Non;Oui;Non;240,0;Non;0,0;Non;Oui;Comme il faut;1
H;57;Marie;Exerce profession;Ouvrier qualifie;Non;6;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;43;Marie;Exerce profession;Cadre;Non;0;2;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;56;Marie;Exerce profession;Cadre;Non;6;1;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;75;Veuf;Autre inactif;Non concerne;Non;5;1;Oui;Oui;Non;420,0;Non;0,0;Non;Non;Pas assez;1
H;66;Marie;Retraite;Cadre;Non;1;2;Oui;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;77;Veuf;Retraite;Employe de bureau;Non;11;1;Non;Non;Non;600,0;Non;0,0;Non;Non;Pas assez;1
F;34;Divorce;Chomeur;Ouvrier specialise;Non;3;3;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;52;Divorce;Exerce profession;Technicien;Non;3;3;Non;Oui;Non;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;39;Veuf;Exerce profession;Employe de bureau;Non;11;2;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;51;Divorce;Exerce profession;Employe de bureau;Non;3;1;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;80;Veuf;Retraite;Employe de bureau;Non;3;3;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;74;Veuf;Retraite;Ouvrier specialise;Non;0;5;Non;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;20;Marie;Autre inactif;Non concerne;Non;4;1;Non;Oui;Oui;300,0;Non;0,0;Non;Non;Pas assez;1
F;49;Celibataire;Exerce profession;Ouvrier specialise;Non;3;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;30;Celibataire;Exerce profession;Cadre;Non;0;0;Non;Non;Oui;0,0;Non;0,0;Oui;Oui;Comme il faut;0
H;58;Marie;Exerce profession;Autre;Non;7;2;Oui;Non;Non;120,0;Non;0,0;Non;Oui;Pas assez;1
H;59;Marie;Retraite;Profession intermediaire;Non;2;2;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;52;Celibataire;Autre inactif;Employe de bureau;Non;13;2;Oui;Non;Oui;0,0;Non;0,0;Non;Non;Pas assez;1
F;68;Marie;Retraite;Employe de bureau;Non;1;3;Non;Non;Non;180,0;Non;120,0;Non;Oui;Comme il faut;1
F;32;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Oui;Non;240,0;Non;60,0;Non;Non;Pas assez;1
F;36;Marie;Exerce profession;Employe de bureau;Non;3;2;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
H;56;Marie;Exerce profession;Non concerne;Non;0;2;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;52;Marie;Autre inactif;Cadre;Non;2;4;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;46;Veuf;Exerce profession;Employe de bureau;Non;8;3;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;82;Marie;Au foyer;Non concerne;Non;0;3;Oui;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;81;Veuf;Retraite;Employe de bureau;Non;0;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;39;Marie;Exerce profession;Employe de bureau;Non;4;3;Oui;Oui;Oui;120,0;Non;0,0;Non;Oui;Pas assez;1
H;50;Divorce;Exerce profession;Employe de bureau;Non;7;2;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;48;Divorce;Exerce profession;Cadre;Non;2;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;54;Marie;Exerce profession;Non concerne;Non;4;2;Non;Oui;Non;120,0;Non;17,14;Non;Non;Comme il faut;1
F;34;Marie;Autre inactif;Employe de bureau;Non;0;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
H;54;Marie;Exerce profession;Non concerne;Non;9;2;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;29;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
F;54;Divorce;Exerce profession;Employe de bureau;Non;4;3;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;24;Celibataire;Chomeur;Employe de bureau;Non;7;1;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;52;Marie;Chomeur;Ouvrier specialise;Non;2;1;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;53;Marie;Exerce profession;Profession intermediaire;Non;8;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;69;Marie;Retraite;Cadre;Non;1;5;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
H;26;Marie;Exerce profession;Technicien;Non;1;1;Non;Oui;Non;240,0;Non;0,0;Non;Non;Pas assez;1
F;80;Veuf;Retraite;Ouvrier specialise;Non;2;3;Non;Non;Non;300,0;Non;240,0;Non;Non;Comme il faut;1
H;40;Marie;Exerce profession;Ouvrier qualifie;Non;3;1;Non;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;47;Marie;Exerce profession;Non concerne;Non;8;3;Oui;Non;Non;60,0;Non;34,29;Non;Non;Comme il faut;1
H;36;Marie;Exerce profession;Ouvrier qualifie;Non;5;2;Oui;Oui;Non;102,86;Non;0,0;Non;Non;Comme il faut;1
F;19;Celibataire;Etudiant;Non concerne;formation initiale;0;0;Non;Non;Oui;42,86;Non;0,0;Non;Oui;Comme il faut;0
H;70;Celibataire;Autre inactif;Ouvrier specialise;Non;7;0;Oui;Non;Non;600,0;Non;180,0;Non;Non;Comme il faut;0
F;50;Marie;Exerce profession;Cadre;Non;1;2;Non;Non;Non;60,0;Oui;60,0;Non;Non;Pas assez;1
H;86;Marie;Retraite;Ouvrier qualifie;Non;11;5;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;44;Celibataire;Exerce profession;Ouvrier qualifie;Non;5;0;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
F;78;Marie;Retraite;Ouvrier specialise;Non;8;1;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;54;Divorce;Exerce profession;Technicien;Non;1;1;Oui;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
H;24;Marie;Exerce profession;Ouvrier qualifie;Non;2;1;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;58;Marie;Exerce profession;Cadre;Non;1;2;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;20;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
F;76;Marie;Retraite;Ouvrier qualifie;Non;2;3;Oui;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;38;Divorce;Exerce profession;Profession intermediaire;Non;4;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;38;Marie;Exerce profession;Cadre;Non;1;2;Oui;Non;Oui;17,14;Non;0,0;Non;Oui;Comme il faut;1
F;30;Marie;Exerce profession;Employe de bureau;Non;5;0;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
F;74;Veuf;Retraite;Employe de bureau;Non;1;2;Non;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
F;67;Marie;Retraite;Technicien;Non;2;2;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;40;Marie;Autre inactif;Non concerne;Non;3;3;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Trop;1
F;35;Divorce;Chomeur;Employe de bureau;Non;7;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;49;Marie;Chomeur;Ouvrier specialise;Non;4;5;Non;Non;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
H;63;Marie;Autre inactif;Cadre;Non;1;4;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;27;Celibataire;Exerce profession;Employe de bureau;Non;4;0;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
H;37;Marie;Autre inactif;Employe de bureau;Non;3;4;Non;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;73;Marie;Au foyer;Employe de bureau;Non;1;2;Oui;Oui;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;94;Veuf;Au foyer;Non concerne;Non;6;1;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;52;Veuf;Exerce profession;Employe de bureau;Non;3;1;Non;Non;Oui;300,0;Non;0,0;Non;Non;Comme il faut;1
